"Name","Link","Price_AMD","Price_USD","State","City","Address","Zipcode","Photos_Count","Ranking_Category","Rank_in_Category","N_Hotels_in_Category","Review_Count","Average_Score","Excellent_Rating","Good_Rating","Average_Rating","Poor_Rating","Terrible_Rating","Certificate","Language_distribution","Provider","Free_WiFi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant"
"Planet Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d7890784-Reviews-Planet_Hotel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Malkhasyan S. 1/9","0051",65,"B&Bs / Inns in Yerevan",14,144,22,5,9,2,1,0,0,0,"{'Russian': 14, 'English': 7, 'Italian': 1}","Hotels.com","1","0","1","0","0","0","0"
"Posutochnyy Gostevoy Dom","https://www.tripadvisor.com//Hotel_Review-g815353-d13969779-Reviews-Posutochnyy_Gostevoy_Dom-Gyumri_Shirak_Province.html",18333,38,"Shirak Province","Gyumri","Gorki Street 58","3118",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Praha Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d9603327-Reviews-Praha_Hotel-Yerevan.html",18333,38,"Yerevan","Yerevan","str. Tumanyan 22","0001",7,"Specialty Lodging in Yerevan",47,300,9,4.5,6,1,1,1,0,0,"{'Russian': 8, 'English': 1}","Booking.com","1","0","1","0","0","0","0"
"Premium Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d13285458-Reviews-Premium_Hotel-Yerevan.html",12121,25,"Yerevan","Yerevan","Sayat Novy str. 33","0001",34,"Specialty Lodging in Yerevan",44,300,6,5,5,1,0,0,0,0,"{'Russian': 5, 'French': 1, 'English': 0}","Booking.com","1","0","1","0","0","0","0"
"Prime Hotel & Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d10309061-Reviews-Prime_Hotel_Hostel-Yerevan.html",12954,27,"Yerevan","Yerevan","Nalbandyan str. 31","0010",38,"Specialty Lodging in Yerevan",74,300,18,3.5,9,3,0,2,4,0,"{'English': 14, 'French': 2, 'Russian': 2}","Booking.com","1","1","0","0","0","0","0"
"Primer Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d2214444-Reviews-Primer_Hotel-Yerevan.html",13260,27,"Yerevan","Yerevan","Ulnetsi St., 58","0037",37,"B&Bs / Inns in Yerevan",18,144,39,4,5,6,6,2,0,0,"{'Russian': 28, 'English': 11}","Booking.com","1","0","1","0","0","0","0"
"Princ Plaza Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d6153148-Reviews-Princ_Plaza_Hotel-Yerevan.html",9900,20,"Yerevan","Yerevan","Davitashen 52","0100",46,"B&Bs / Inns in Yerevan",25,144,18,4.5,1,6,0,1,0,0,"{'Russian': 14, 'English': 3, 'Norwegian': 1}","Booking.com","1","0","0","0","0","0","0"
"Prince Hotel","https://www.tripadvisor.com//Hotel_Review-g2711245-d8426044-Reviews-Prince_Hotel-Kapan_Syunik_Province.html",24367,50,"Syunik Province","Kapan","Shahumyan Street 37a","3301",0,"Specialty Lodging in Kapan",1,4,8,4,3,1,2,0,1,0,"{'English': 7, 'Russian': 1}","Booking.com","0","0","0","0","0","0","0"
"R&K","https://www.tripadvisor.com//Hotel_Review-g293932-d14002102-Reviews-R_K-Yerevan.html",7990,16,"Yerevan","Yerevan","1 Yeznik Koghbatsi Street","0015",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Radiance Hostel and Tours","https://www.tripadvisor.com//Hotel_Review-g293932-d13495955-Reviews-Radiance_Hostel_and_Tours-Yerevan.html",7492,15,"Yerevan","Yerevan","Mher Mkrtchyan Street 01","0010",15,"Specialty Lodging in Yerevan",60,300,6,4.5,5,0,0,0,1,0,"{'English': 6}","Booking.com","1","0","1","0","0","0","0"
"Radiance2 Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d13949515-Reviews-Radiance2_Hostel-Yerevan.html",3325,7,"Yerevan","Yerevan","Tarsona str. 10","0082",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Radisson Blu Hotel, Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d10518419-Reviews-Radisson_Blu_Hotel_Yerevan-Yerevan.html",36001,74,"Yerevan","Yerevan","Azatutyan ave 2/2","0037",264,"Hotels in Yerevan",11,83,129,4.5,3,9,5,1,1,1,"{'English': 73, 'Russian': 44, 'French': 3}","Expedia.com","1","0","1","0","0","0","0"
"Rafael Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d10269272-Reviews-Rafael_Hostel-Yerevan.html",NA,NA,"Yerevan","Yerevan","3 Teryan st., Apt. 31","0010",30,"Specialty Lodging in Yerevan",37,300,22,4,5,0,6,1,0,0,"{'English': 12, 'Russian': 9, 'Spanish': 1, 'Chinese': 1}","Hotels.com","1","0","1","0","0","0","0"
"Raffik's B&B","https://www.tripadvisor.com//Hotel_Review-g293932-d2136573-Reviews-Raffik_s_B_B-Yerevan.html",12492,26,"Yerevan","Yerevan","40 Pushkin street",NA,0,"B&Bs / Inns in Yerevan",67,144,1,4,0,1,0,0,0,0,"{'English': 0, 'Spanish': 1}","Booking.com","0","0","0","0","0","0","0"
"Rancho Alexandrapol","https://www.tripadvisor.com//Hotel_Review-g815353-d12952933-Reviews-Rancho_Alexandrapol-Gyumri_Shirak_Province.html",23333,48,"Shirak Province","Gyumri","Vardbagh 15","3103",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Expedia.com","0","0","1","0","0","0","0"
"Red Hotel","https://www.tripadvisor.com//Hotel_Review-g1160895-d6277129-Reviews-Red_Hotel-Dilijan_Tavush_Province.html",NA,NA,"Tavush Province","Dilijan","Kamo Street 33","0018",16,"Specialty Lodging in Dilijan",3,46,7,5,6,1,0,0,0,0,"{'English': 4, 'Russian': 3}","Booking.com","1","0","1","0","0","0","0"
"Red House on Kalinino","https://www.tripadvisor.com//Hotel_Review-g1160895-d12684227-Reviews-Red_House_on_Kalinino-Dilijan_Tavush_Province.html",12000,25,"Tavush Province","Dilijan","Ulitsa Kalinino 96","3901",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Red House","https://www.tripadvisor.com//Hotel_Review-g13109039-d13082337-Reviews-Red_House-Kasakh_Yerevan.html",21090,43,"Yerevan","Yerevan","Urenineri 27 4","2516",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","1","0","1","0","0","0","0"
"Renesance Resort","https://www.tripadvisor.com//Hotel_Review-g2151208-d13827410-Reviews-Renesance_Resort-Tsakhkadzor_Kotayk_Province.html",36001,74,"Kotayk Province","Tsakhkadzor","Mayisyan Street","2310",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Expedia.com","0","0","0","0","0","0","0"
"Rent In Yerevan - Apartment On Mashtots Ave.","https://www.tripadvisor.com//Hotel_Review-g293932-d15662054-Reviews-Rent_In_Yerevan_Apartment_On_Mashtots_Ave-Yerevan.html",18000,37,"Yerevan","Yerevan","Mashtots Ave.",NA,0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Republic Square Boutique Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d11791693-Reviews-Republic_Square_Boutique_Hotel-Yerevan.html",12990,27,"Yerevan","Yerevan","Zaqyan St., 5/3","0002",16,"Specialty Lodging in Yerevan",30,300,14,4.5,8,4,1,1,0,0,"{'Russian': 8, 'English': 6}","Booking.com","1","0","1","0","0","0","0"
"Republic Square Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d11771505-Reviews-Republic_Square_Hostel-Yerevan.html",9992,21,"Yerevan","Yerevan","3 Pushkin Street","8910",26,"Specialty Lodging in Yerevan",61,300,6,4,1,3,0,0,0,0,"{'English': 4, 'Russian': 2}","Booking.com","1","0","1","0","0","0","0"
"Republica Hotel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d6731098-Reviews-Republica_Hotel_Yerevan-Yerevan.html",45000,93,"Yerevan","Yerevan","Amiryan str. 7/1","0010",390,"Hotels in Yerevan",1,83,696,4.5,0,8,1,4,0,1,"{'English': 508, 'Russian': 122, 'Chinese': 85}","Booking.com","1","1","0","0","1","0","0"
"Reset Lounge 84","https://www.tripadvisor.com//Hotel_Review-g293932-d14901185-Reviews-Reset_Lounge_84-Yerevan.html",5592,12,"Yerevan","Yerevan","9th Street 39 A","0025",9,"Specialty Lodging in Yerevan",93,300,1,5,1,0,0,0,0,0,"{'English': 1}","Booking.com","1","0","0","0","0","0","0"
"Residence Yezeguelian","https://www.tripadvisor.com//Hotel_Review-g293932-d15872071-Reviews-Residence_Yezeguelian-Yerevan.html",12000,25,"Yerevan","Yerevan","M. Khorenatsi 1 D/st 24/2","0010",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Resort MJA","https://www.tripadvisor.com//Hotel_Review-g1055321-d10497219-Reviews-Resort_MJA-Sisian_Syunik_Province.html",20825,43,"Syunik Province","Sisian","Syunik Strret","3512",35,"B&Bs / Inns in Sisian",4,5,7,4,4,1,0,1,1,0,"{'English': 4, 'Russian': 2, 'German': 1}","Booking.com","1","0","1","0","0","0","0"
"Rest House Dilijan","https://www.tripadvisor.com//Hotel_Review-g1160895-d16651953-Reviews-Rest_House_Dilijan-Dilijan_Tavush_Province.html",30000,62,"Tavush Province","Dilijan","Kamo 55","3901",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Restland Dilijan Hotel On Sayat Nova","https://www.tripadvisor.com//Hotel_Review-g1160895-d15273888-Reviews-Restland_Dilijan_Hotel_On_Sayat_Nova-Dilijan_Tavush_Province.html",37284,77,"Tavush Province","Dilijan","Sayat Nova 69 B","3901",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Restland Dilijan Hotel","https://www.tripadvisor.com//Hotel_Review-g1160895-d12285261-Reviews-Restland_Dilijan_Hotel-Dilijan_Tavush_Province.html",14900,31,"Tavush Province","Dilijan","Sayat Nova 69B","3901",2,"B&Bs / Inns in Dilijan",21,48,1,3,0,0,1,0,0,0,"{'French': 1, 'English': 0}","Booking.com","0","0","0","0","0","0","0"
"Retro City Apartments At Abovyan Street","https://www.tripadvisor.com//Hotel_Review-g293932-d16736905-Reviews-Retro_City_Apartments_At_Abovyan_Street-Yerevan.html",27000,56,"Yerevan","Yerevan","13 Abovyan str., Apt. 3","0001",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Ripa","https://www.tripadvisor.com//Hotel_Review-g2151208-d12245039-Reviews-Ripa-Tsakhkadzor_Kotayk_Province.html",NA,NA,"Kotayk Province","Tsakhkadzor","Kecharetsi 2","2310",0,"Specialty Lodging in Tsakhkadzor",12,27,1,1,0,0,0,0,1,0,"{'English': 1}","Hotels.com","1","0","1","0","0","0","0"
"RIS Dalma Collection Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d14189004-Reviews-RIS_Dalma_Collection_Yerevan-Yerevan.html",22000,45,"Yerevan","Yerevan","Tsitsernakaberd Highway, 1/3","0082",97,"Hotels in Yerevan",63,83,3,5,1,0,0,0,0,0,"{'English': 1, 'Russian': 2}","Booking.com","1","0","1","0","0","0","0"
"River House","https://www.tripadvisor.com//Hotel_Review-g3445040-d14827049-Reviews-River_House-Yeghegis_Vayots_Dzor_Province.html",NA,NA,"Vayots Dzor Province","Yeghegis",NA,"3601",2,NA,0,0,2,5,2,0,0,0,0,0,"{'English': 2}","TripAdvisor","0","0","0","0","0","0","0"
"RiverSite","https://www.tripadvisor.com//Hotel_Review-g1160895-d14788013-Reviews-RiverSite-Dilijan_Tavush_Province.html",16561,34,"Tavush Province","Dilijan","Getapnya Street 102","3901",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","0","0","0","0","0","0","0"
"Rob@Lil","https://www.tripadvisor.com//Hotel_Review-g815353-d15551068-Reviews-Rob_Lil-Gyumri_Shirak_Province.html",12500,26,"Shirak Province","Gyumri","Matnishyan Street 21","3114",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Roma Hotel Complex","https://www.tripadvisor.com//Hotel_Review-g293932-d5218005-Reviews-Roma_Hotel_Complex-Yerevan.html",23333,48,"Yerevan","Yerevan","Rubinyantsa str. 29/14","0035",181,"B&Bs / Inns in Yerevan",1,144,110,5,3,9,5,1,0,0,"{'Russian': 79, 'English': 24, 'Arabic': 1}","Booking.com","1","0","1","0","0","0","0"
"Room In The Centre","https://www.tripadvisor.com//Hotel_Review-g293932-d15055627-Reviews-Room_In_The_Centre-Yerevan.html",30000,62,"Yerevan","Yerevan","Aygedzor Street","0019",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Roomer Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d9459953-Reviews-Roomer_Hotel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Tsitsyernakabyerdskoye highway 7/1","0082",0,"B&Bs / Inns in Yerevan",75,144,1,2,0,0,0,1,0,0,"{'English': 1}","Hotels.com","1","0","1","0","0","0","0"
"Royal Hotel","https://www.tripadvisor.com//Hotel_Review-g666439-d15030086-Reviews-Royal_Hotel-Goris_Syunik_Province.html",22875,47,"Syunik Province","Goris","Gusan Ashot St, Bldg 26","3201",23,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Royal Plaza Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d5085060-Reviews-Royal_Plaza_Hotel-Yerevan.html",41607,86,"Yerevan","Yerevan","Saryan St, 9","0002",80,"Hotels in Yerevan",48,83,89,3.5,3,2,3,6,5,0,"{'English': 32, 'Russian': 18, 'Italian': 12}","Expedia.com","1","0","0","0","0","0","1"
"Rp Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d8465555-Reviews-Rp_Hotel-Yerevan.html",8333,17,"Yerevan","Yerevan","Isakov admiral str. 9/2","0004",0,"Specialty Lodging in Yerevan",133,300,3,2.5,0,0,1,1,0,0,"{'English': 2, 'Italian': 1}","Booking.com","1","0","1","0","0","0","0"
"Ruben's Hotel","https://www.tripadvisor.com//Hotel_Review-g1438527-d7315105-Reviews-Ruben_s_Hotel-Vanadzor_Lori_Province.html",9992,21,"Lori Province","Vanadzor","Abovian 75","2009",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Rusalka","https://www.tripadvisor.com//Hotel_Review-g815353-d10679039-Reviews-Rusalka-Gyumri_Shirak_Province.html",17975,37,"Shirak Province","Gyumri","Khrimyan Hayrik street 3-18",NA,0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","0","0","0","0","0","0","0"
"Russkaya Balka","https://www.tripadvisor.com//Hotel_Review-g1160895-d12591068-Reviews-Russkaya_Balka-Dilijan_Tavush_Province.html",15000,31,"Tavush Province","Dilijan","Ivanov 27a","3903",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Ruzanna's Bed & Breakfast","https://www.tripadvisor.com//Hotel_Review-g1066129-d2085215-Reviews-Ruzanna_s_Bed_Breakfast-Stepanavan_Lori_Province.html",26667,55,"Lori Province","Stepanavan","Milioni Street 9","1901",20,"B&Bs / Inns in Stepanavan",1,6,14,4.5,6,4,0,0,0,0,"{'English': 10, 'Italian': 2, 'Russian': 2}","Booking.com","1","0","1","0","0","0","0"
"Sakharov Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d10544121-Reviews-Sakharov_Hostel-Yerevan.html",9158,19,"Yerevan","Yerevan","Sakharov Str. House 4","0091",16,"B&Bs / Inns in Yerevan",50,144,10,4,6,2,1,0,1,0,"{'English': 6, 'Russian': 4}","Booking.com","1","0","1","0","0","0","0"
"Sanahin Bridge Hotel","https://www.tripadvisor.com//Hotel_Review-g815351-d14190016-Reviews-Sanahin_Bridge_Hotel-Alaverdi_Lori_Province.html",11658,24,"Lori Province","Alaverdi","Sanahin Sarahart, 1/12a","1705",1,"Hotels in Alaverdi",1,2,8,5,7,0,1,0,0,0,"{'English': 5, 'French': 2, 'Russian': 1}","Booking.com","1","0","1","0","0","0","0"
"Sanatorium Cross Health Center","https://www.tripadvisor.com//Hotel_Review-g293932-d6537761-Reviews-Sanatorium_Cross_Health_Center-Yerevan.html",20000,41,"Yerevan","Yerevan","Ashtaraki Highway 50-12","0088",18,"Specialty Lodging in Yerevan",97,300,2,4,1,0,0,0,0,0,"{'English': 1, 'Russian': 1}","Expedia.com","0","0","0","0","0","0","0"
"Sari Tey - Mountain Tea","https://www.tripadvisor.com//Hotel_Review-g815353-d13278379-Reviews-Sari_Tey_Mountain_Tea-Gyumri_Shirak_Province.html",37284,77,"Shirak Province","Gyumri","K. Demirchyan 31","3108",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Saro's Bed and Breakfast","https://www.tripadvisor.com//Hotel_Review-g815352-d9740014-Reviews-Saro_s_Bed_and_Breakfast-Tatev_Syunik_Province.html",11667,24,"Syunik Province","Tatev",NA,"3218",62,"B&Bs / Inns in Tatev",1,10,39,4.5,7,2,0,0,0,0,"{'English': 27, 'Russian': 10, 'French': 1, 'Dutch': 1}","Booking.com","1","0","1","0","0","0","0"
"Sati Hotel","https://www.tripadvisor.com//Hotel_Review-g2151208-d7375226-Reviews-Sati_Hotel-Tsakhkadzor_Kotayk_Province.html",23990,49,"Kotayk Province","Tsakhkadzor","Olimpiakan Street 7","2310",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Saya Hotel Tsaghkadzor","https://www.tripadvisor.com//Hotel_Review-g2151208-d10317046-Reviews-Saya_Hotel_Tsaghkadzor-Tsakhkadzor_Kotayk_Province.html",17925,37,"Kotayk Province","Tsakhkadzor","Charentsi St. 17","2310",22,"B&Bs / Inns in Tsakhkadzor",7,26,3,4.5,1,0,0,0,0,0,"{'English': 1, 'Russian': 2}","Booking.com","1","0","1","0","0","0","0"
"SD Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d3545290-Reviews-SD_Hotel-Yerevan.html",15341,32,"Yerevan","Yerevan","Sasuntsi David str. 7","0005",60,"Hotels in Yerevan",44,83,50,4.5,5,8,5,1,1,0,"{'English': 23, 'Russian': 22, 'German': 1}","Booking.com","1","0","1","0","0","0","0"
"Season hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d11728165-Reviews-Season_hotel-Yerevan.html",15000,31,"Yerevan","Yerevan","16 Sayat-Nova Avenue","0001",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","0","0","0","0","0"
"Sedrakyan's Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d1784714-Reviews-Sedrakyan_s_Guest_House-Yerevan.html",NA,NA,"Yerevan","Yerevan","Shiraza G.","0088",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","0","0","0","0","0","0","0"
"Serik & Geora Guesthouse","https://www.tripadvisor.com//Hotel_Review-g666442-d12732298-Reviews-Serik_Geora_Guesthouse-Sevan_Lake_Sevan_Gegharkunik_Province.html",10833,22,"Gegharkunik Province","Lake Sevan","Lchapnya 19","1504",5,"B&Bs / Inns in Sevan",6,16,4,3,0,1,0,0,0,0,"{'English': 1, 'Russian': 2, 'Italian': 1}","Booking.com","1","0","1","0","0","0","0"
"Sevan Tent City","https://www.tripadvisor.com//Hotel_Review-g666442-d15220556-Reviews-Sevan_Tent_City-Sevan_Lake_Sevan_Gegharkunik_Province.html",7492,15,"Gegharkunik Province","Lake Sevan","Lchapnya Str 19","1504",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Sevan Up Inn","https://www.tripadvisor.com//Hotel_Review-g666442-d15329576-Reviews-Sevan_Up_Inn-Sevan_Lake_Sevan_Gegharkunik_Province.html",NA,NA,"Gegharkunik Province","Lake Sevan","Sevan-Chambarak Highway 3.7 KM",NA,0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Hotels.com","0","0","0","0","0","0","0"
"Sevan Writers House","https://www.tripadvisor.com//Hotel_Review-g666442-d10802200-Reviews-Sevan_Writers_House-Sevan_Lake_Sevan_Gegharkunik_Province.html",NA,NA,"Gegharkunik Province","Lake Sevan","Peninsula","1505",6,"Specialty Lodging in Sevan",1,19,4,4,1,1,1,0,0,0,"{'English': 3, 'Dutch': 1}","Hotels.com","1","0","1","0","0","0","0"
"Sh Resort","https://www.tripadvisor.com//Hotel_Review-g1066129-d12875375-Reviews-Sh_Resort-Stepanavan_Lori_Province.html",48260,99,"Lori Province","Stepanavan","Baghramyan Street 143",NA,0,"Specialty Lodging in Stepanavan",2,6,1,5,1,0,0,0,0,0,"{'English': 0, 'French': 1}","Agoda.com","0","0","0","0","0","0","0"
"Shaber Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d7099567-Reviews-Shaber_Hotel-Yerevan.html",15000,31,"Yerevan","Yerevan","Tevosyan Street 19","0089",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Shamrock Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d13446727-Reviews-Shamrock_Hostel-Yerevan.html",712,1,"Yerevan","Yerevan","Nikol Duman Street 31","0010",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Shara Talyan 8/2 Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d15295689-Reviews-Shara_Talyan_8_2_Guest_House-Yerevan.html",13333,27,"Yerevan","Yerevan","Shara Talyan 8/2","0070",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Shat LAV Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d12690023-Reviews-Shat_LAV_Hostel-Yerevan.html",6867,14,"Yerevan","Yerevan","29/1 Tigran Mets Avenue","0070",30,"Specialty Lodging in Yerevan",70,300,4,4,0,1,1,0,0,0,"{'English': 2, 'Russian': 2}","Booking.com","1","0","1","0","0","0","0"
"Shirak Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d308341-Reviews-Shirak_Hotel-Yerevan.html",23333,48,"Yerevan","Yerevan","Khoryenatsi M. str. 13a","0010",98,"Hotels in Yerevan",66,83,166,3,7,2,8,0,9,0,"{'Russian': 80, 'English': 69, 'French': 8}","Booking.com","1","1","0","0","0","0","0"
"Shree Gopal Gayatri Lok","https://www.tripadvisor.com//Hotel_Review-g293932-d15104501-Reviews-Shree_Gopal_Gayatri_Lok-Yerevan.html",9325,19,"Yerevan","Yerevan","1/24, Azatutyan Avenue, General Babayan St.","0025",58,"Specialty Lodging in Yerevan",91,300,1,5,1,0,0,0,0,0,"{'English': 1}","Booking.com","1","0","1","0","0","0","0"
"Shushan B&B","https://www.tripadvisor.com//Hotel_Review-g2135874-d8682464-Reviews-Shushan_B_B-Yeghegnadzor_Vayots_Dzor_Province.html",6250,13,"Vayots Dzor Province","Yeghegnadzor","Andranik S. 8","3601",17,"B&Bs / Inns in Yeghegnadzor",3,19,12,5,2,0,0,0,0,0,"{'English': 10, 'Russian': 2}","Expedia.com","1","0","1","0","0","0","0"
"Sil Plaza Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d3372383-Reviews-Sil_Plaza_Hotel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Nar-Dos str. 2","0018",4,"B&Bs / Inns in Yerevan",72,144,2,3,1,0,0,0,1,0,"{'English': 2}","Hotels.com","1","0","0","1","0","0","0"
"Silachi Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d2442929-Reviews-Silachi_Hotel-Yerevan.html",24167,50,"Yerevan","Yerevan","20 Tigran Mets Ave","375000",178,"Hotels in Yerevan",25,83,139,4,9,2,2,4,2,0,"{'English': 71, 'Russian': 33, 'Italian': 13}","Booking.com","1","1","0","0","0","0","0"
"Silk Road Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d8112204-Reviews-Silk_Road_Hotel-Yerevan.html",19375,40,"Yerevan","Yerevan","Aygyedzor 53/2","0019",219,"B&Bs / Inns in Yerevan",15,144,70,5,1,8,1,0,0,1,"{'English': 43, 'Russian': 12, 'Italian': 6}","Booking.com","1","0","1","0","0","0","0"
"Singh International Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d15324788-Reviews-Singh_International_Hostel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Pushkina str. 58","0002",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","1","0","0","0","0"
"Sion Resort","https://www.tripadvisor.com//Hotel_Review-g2151208-d10794035-Reviews-Sion_Resort-Tsakhkadzor_Kotayk_Province.html",37500,77,"Kotayk Province","Tsakhkadzor","Isahakyan 5/3","2310",5,"B&Bs / Inns in Tsakhkadzor",12,26,2,2,0,0,1,0,1,0,"{'English': 0, 'Russian': 2}","Booking.com","1","0","1","0","0","0","0"
"Sleep Studio - Female Only","https://www.tripadvisor.com//Hotel_Review-g293932-d12634719-Reviews-Sleep_Studio_Female_Only-Yerevan.html",NA,NA,"Yerevan","Yerevan","Kochar Yervand str. 13","0070",2,"Specialty Lodging in Yerevan",86,300,1,5,1,0,0,0,0,0,"{'English': 1}","Agoda.com","1","0","1","0","0","0","0"
"Smbatyan B&B","https://www.tripadvisor.com//Hotel_Review-g666442-d10534318-Reviews-Smbatyan_B_B-Sevan_Lake_Sevan_Gegharkunik_Province.html",40833,84,"Gegharkunik Province","Lake Sevan","Babajanyan 8","1501",0,"Specialty Lodging in Sevan",2,19,2,4,0,2,0,0,0,0,"{'English': 2}","Booking.com","1","0","1","0","0","0","0"
"Sochi Palace Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d4163416-Reviews-Sochi_Palace_Hotel-Yerevan.html",11553,24,"Yerevan","Yerevan","Jrvej Qochinyan 13 / 13","0089",42,"Hotels in Yerevan",41,83,81,4,6,8,6,4,7,1,"{'Russian': 37, 'English': 34, 'French': 6, 'German': 4}","Booking.com","1","0","1","0","0","0","0"
"Sochi Plaza Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d5857692-Reviews-Sochi_Plaza_Hotel-Yerevan.html",39000,80,"Yerevan","Yerevan","Yeghvard Highway 136","0013",31,"B&Bs / Inns in Yerevan",44,144,11,3.5,4,2,2,3,0,0,"{'Russian': 10, 'English': 1}","Booking.com","1","0","1","0","0","0","0"
"Solibri","https://www.tripadvisor.com//Hotel_Review-g293932-d7712080-Reviews-Solibri-Yerevan.html",30000,62,"Yerevan","Yerevan","7th Street Aygestan, 13","0001",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Sona B&B","https://www.tripadvisor.com//Hotel_Review-g293932-d6966492-Reviews-Sona_B_B-Yerevan.html",10000,21,"Yerevan","Yerevan","Isaakyan A. str. 16","0025",23,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","0","0","0","0","0"
"Soviet Union style - B&B","https://www.tripadvisor.com//Hotel_Review-g2151208-d13343034-Reviews-Soviet_Union_style_B_B-Tsakhkadzor_Kotayk_Province.html",17075,35,"Kotayk Province","Tsakhkadzor","Khachatur Kecharetsi Street","2310",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
