"Name","Link","Price_AMD","Price_USD","State","City","Address","Zipcode","Photos_Count","Ranking_Category","Rank_in_Category","N_Hotels_in_Category","Review_Count","Average_Score","Excellent_Rating","Good_Rating","Average_Rating","Poor_Rating","Terrible_Rating","Certificate","Language_distribution","Provider","Free_WiFi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant"
"Splendor Resort and Restaurant","https://www.tripadvisor.com//Hotel_Review-g2151208-d8830243-Reviews-Splendor_Resort_and_Restaurant-Tsakhkadzor_Kotayk_Province.html",15000,31,"Kotayk Province","Tsakhkadzor","Harutyunyan St. 12","2310",45,"Specialty Lodging in Tsakhkadzor",3,27,7,4.5,6,0,0,1,0,0,"{'Russian': 4, 'English': 3}","Booking.com","1","0","1","0","0","0","0"
"Sports Complex Hotel","https://www.tripadvisor.com//Hotel_Review-g2151208-d3494340-Reviews-Sports_Complex_Hotel-Tsakhkadzor_Kotayk_Province.html",37500,77,"Kotayk Province","Tsakhkadzor",NA,NA,0,"Hotels in Tsakhkadzor",17,19,1,4,0,1,0,0,0,0,"{'Russian': 1, 'English': 0}","Booking.com","0","0","0","0","0","0","0"
"State University Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d2290225-Reviews-State_University_Guest_House-Yerevan.html",29083,60,"Yerevan","Yerevan","Mashtots M. ave 52","0009",1,"B&Bs / Inns in Yerevan",38,144,15,3.5,3,6,5,1,0,0,"{'English': 10, 'Russian': 4, 'French': 1}","Expedia.com","0","0","0","0","0","0","1"
"Station Guest House","https://www.tripadvisor.com//Hotel_Review-g815353-d14158214-Reviews-Station_Guest_House-Gyumri_Shirak_Province.html",11667,24,"Shirak Province","Gyumri","Teryan street 91/3","3104",0,"B&Bs / Inns in Gyumri",8,28,1,5,1,0,0,0,0,0,"{'English': 1}","Booking.com","1","0","1","0","0","0","0"
"Station Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d12668957-Reviews-Station_Hostel-Yerevan.html",11242,23,"Yerevan","Yerevan","Sasuntsi David str. 1/1","0005",5,"Specialty Lodging in Yerevan",83,300,2,4.5,1,1,0,0,0,0,"{'English': 0, 'Japanese': 1, 'Russian': 1}","Booking.com","1","0","1","0","0","0","0"
"Stepanavan Guest House","https://www.tripadvisor.com//Hotel_Review-g1066129-d2236983-Reviews-Stepanavan_Guest_House-Stepanavan_Lori_Province.html",187500,386,"Lori Province","Stepanavan","Milion Street 11","1901",0,"B&Bs / Inns in Stepanavan",2,6,2,5,2,0,0,0,0,0,"{'English': 0, 'French': 1, 'Russian': 1}","Expedia.com","1","0","1","0","0","0","0"
"Studio Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d16667555-Reviews-Studio_Guest_House-Yerevan.html",13333,27,"Yerevan","Yerevan","Tamanyan str. 6/2","0009",0,"Specialty Lodging in Yerevan",87,300,1,5,1,0,0,0,0,0,"{'English': 1}","Booking.com","0","0","0","0","0","0","0"
"Sunny Holidays Hostel & Tours","https://www.tripadvisor.com//Hotel_Review-g293932-d13813784-Reviews-Sunny_Holidays_Hostel_Tours-Yerevan.html",NA,NA,"Yerevan","Yerevan","Rustavyeli str.","0002",19,"Specialty Lodging in Yerevan",36,300,8,5,8,0,0,0,0,0,"{'English': 7, 'Arabic': 1}","Hotels.com","1","0","1","0","0","0","0"
"Sunrise Light Hostel & Tours","https://www.tripadvisor.com//Hotel_Review-g293932-d12857458-Reviews-Sunrise_Light_Hostel_Tours-Yerevan.html",NA,NA,"Yerevan","Yerevan","Tumanyan O. str. 10","0001",14,NA,0,0,0,0,0,0,0,0,0,0,"[]","Hotels.com","1","1","0","0","0","0","0"
"Sunshine Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d15327202-Reviews-Sunshine_Guest_House-Yerevan.html",9790,20,"Yerevan","Yerevan","Street Zoravar Andranik 54/6","0064",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"SV Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d2048975-Reviews-SV_Hostel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Khanjyan Str.","0025",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","1","1","0","0","0","0","0"
"SV Hotel Complex","https://www.tripadvisor.com//Hotel_Review-g293932-d6963176-Reviews-SV_Hotel_Complex-Yerevan.html",36000,74,"Yerevan","Yerevan","Davtashen-Eghvard Highway","0054",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Marriott Hotels","0","0","0","0","0","0","0"
"Sva Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d5983834-Reviews-Sva_Hotel-Yerevan.html",9600,20,"Yerevan","Yerevan","Rubinyantsa str. 33","0035",0,"Hotels in Yerevan",71,83,1,4,0,1,0,0,0,0,"{'English': 0, 'Russian': 1}","Booking.com","1","0","0","0","0","0","0"
"Svarants Guesthouse","https://www.tripadvisor.com//Hotel_Review-g666439-d15075563-Reviews-Svarants_Guesthouse-Goris_Syunik_Province.html",20667,43,"Syunik Province","Goris","Svarants Armenia 3/5","3215",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Sweet Home Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d8310924-Reviews-Sweet_Home_Hostel-Yerevan.html",20833,43,"Yerevan","Yerevan","Qeri 55","0028",53,"Specialty Lodging in Yerevan",13,300,30,5,7,1,1,1,0,0,"{'Russian': 18, 'English': 10, 'Italian': 1, 'Polish': 1}","Booking.com","1","0","1","0","0","0","0"
"Swiss Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d13146445-Reviews-Swiss_Hostel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Vardananz 7/ 61","0075",33,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","1","0","1","0","0","0","0"
"Syuniq Hotel","https://www.tripadvisor.com//Hotel_Review-g666439-d12213975-Reviews-Syuniq_Hotel-Goris_Syunik_Province.html",36001,74,"Syunik Province","Goris","Artsakhyan Highway 1","3201",0,"B&Bs / Inns in Goris",17,30,1,4,0,1,0,0,0,0,"{'English': 0, 'Russian': 1}","Expedia.com","1","0","1","0","0","0","0"
"Takht House","https://www.tripadvisor.com//Hotel_Review-g1160895-d8029102-Reviews-Takht_House-Dilijan_Tavush_Province.html",14167,29,"Tavush Province","Dilijan","Ordzhonikidze Str., 3rd Alley 14","3901",13,"Specialty Lodging in Dilijan",12,46,7,4,5,0,0,0,2,0,"{'English': 5, 'Russian': 2}","Booking.com","1","0","1","0","0","0","0"
"Tamara's Place","https://www.tripadvisor.com//Hotel_Review-g293932-d12855133-Reviews-Tamara_s_Place-Yerevan.html",NA,NA,"Yerevan","Yerevan","Moldovakan str. 4","0096",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Hotels.com","0","0","0","0","0","0","0"
"Tatev-Shinuhayr","https://www.tripadvisor.com//Hotel_Review-g4171795-d8707405-Reviews-Tatev_Shinuhayr-Halidzor_Syunik_Province.html",NA,NA,"Syunik Province","Halidzor","Shinuhayr","3213",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Tatev Apartments","https://www.tripadvisor.com//Hotel_Review-g293932-d12518196-Reviews-Tatev_Apartments-Yerevan.html",10833,22,"Yerevan","Yerevan","Marshala Bagramyana St., 12, 1st Line","0063",8,"B&Bs / Inns in Yerevan",84,144,1,5,1,0,0,0,0,0,"{'English': 0, 'Russian': 1}","Booking.com","0","0","0","0","0","0","0"
"Tatev Guesthouse","https://www.tripadvisor.com//Hotel_Review-g666439-d3871192-Reviews-Tatev_Guesthouse-Goris_Syunik_Province.html",32000,66,"Syunik Province","Goris","59 Artsakhyan Highway",NA,0,"B&Bs / Inns in Goris",18,30,1,4,0,1,0,0,0,0,"{'English': 1}","Booking.com","1","0","0","0","0","0","0"
"Tatev Hostel & Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d15676977-Reviews-Tatev_Hostel_Hotel-Yerevan.html",11992,25,"Yerevan","Yerevan","Kochar Yervand str. 2/5","0070",1,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","1","0","0","0","0","0"
"Technical Center-Academy","https://www.tripadvisor.com//Hotel_Review-g293932-d2442927-Reviews-Technical_Center_Academy-Yerevan.html",50000,103,"Yerevan","Yerevan","Acharyan str. 35/31","0040",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Expedia.com","0","0","0","0","0","0","0"
"Tetatet Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d13310141-Reviews-Tetatet_Hotel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Abovyan str. 8","0010",0,"Specialty Lodging in Yerevan",136,300,1,2,0,0,0,1,0,0,"{'English': 1}","Hotels.com","1","0","0","0","0","0","0"
"Tezh Ler Resort","https://www.tripadvisor.com//Hotel_Review-g1438527-d3493989-Reviews-Tezh_Ler_Resort-Vanadzor_Lori_Province.html",17250,35,"Lori Province","Vanadzor",NA,NA,108,"B&Bs / Inns in Vanadzor",2,16,51,4.5,0,2,8,0,1,0,"{'English': 36, 'Russian': 12, 'French': 2, 'German': 1}","Booking.com","1","0","1","0","0","0","0"
"Thailand Centre","https://www.tripadvisor.com//Hotel_Review-g293932-d14929193-Reviews-Thailand_Centre-Yerevan.html",5825,12,"Yerevan","Yerevan","Kochar Yervand str. 19/6","0070",0,"B&Bs / Inns in Yerevan",71,144,2,3,0,1,0,1,0,0,"{'English': 2}","Booking.com","0","0","0","0","0","0","0"
"The Alexander, a Luxury Collection Hotel, Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d13950040-Reviews-The_Alexander_a_Luxury_Collection_Hotel_Yerevan-Yerevan.html",95869,197,"Yerevan","Yerevan","Abovyan str. 3/4","0001",115,"Hotels in Yerevan",49,83,15,4.5,3,0,0,0,2,0,"{'English': 11, 'Russian': 2, 'Spanish': 1, 'French': 1}","Expedia.com","1","0","0","1","1","1","0"
"The Ark Tours & Accommodation Armenian Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d13438577-Reviews-The_Ark_Tours_Accommodation_Armenian_Hostel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Demirchyan Street","0022",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Hotels.com","1","0","1","0","0","0","0"
"The Ark Tours & Accommodation Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d13164230-Reviews-The_Ark_Tours_Accommodation_Yerevan-Yerevan.html",NA,NA,"Yerevan","Yerevan","1 bck. of 6 Street Villa no. 29","1001",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","1","0","1","0","0","0","0"
"The Best Vacation (VAN)","https://www.tripadvisor.com//Hotel_Review-g666442-d14910310-Reviews-The_Best_Vacation_VAN-Sevan_Lake_Sevan_Gegharkunik_Province.html",24167,50,"Gegharkunik Province","Lake Sevan","Yerevan Sevan highway 61km","1501",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"The Doctor's House B&B","https://www.tripadvisor.com//Hotel_Review-g293932-d12319090-Reviews-The_Doctor_s_House_B_B-Yerevan.html",12492,26,"Yerevan","Yerevan","Apt. 58 Aygyestan 11 str.","0025",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","0","0","0","0","0"
"The Grand Armenian Hostel","https://www.tripadvisor.com//Hotel_Review-g8838761-d15221350-Reviews-The_Grand_Armenian_Hostel-Ptghni_Kotayk_Province.html",9588,20,"Kotayk Province","Ptghni","Number Home, 3 Number Street 9","2228",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","0","0","0","0","0","0","0"
"The Highway Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d15074575-Reviews-The_Highway_Hostel-Yerevan.html",4992,10,"Yerevan","Yerevan","Davitashyen str. 3","0054",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"The Ivory","https://www.tripadvisor.com//Hotel_Review-g293932-d9721756-Reviews-The_Ivory-Yerevan.html",17308,36,"Yerevan","Yerevan","Isaakyan A. str. 38/2","0009",5,"B&Bs / Inns in Yerevan",27,144,9,5,3,0,0,0,0,0,"{'English': 3, 'German': 3, 'Russian': 2, 'Dutch': 1}","Booking.com","0","0","0","0","0","0","0"
"The Modern Place by J","https://www.tripadvisor.com//Hotel_Review-g293932-d13988025-Reviews-The_Modern_Place_by_J-Yerevan.html",NA,NA,"Yerevan","Yerevan","Movses Khorenatsi Street","0100",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","0","0","0","0","0","0","0"
"The Place by J","https://www.tripadvisor.com//Hotel_Review-g293932-d12999501-Reviews-The_Place_by_J-Yerevan.html",15408,32,"Yerevan","Yerevan","Flat 27 Movses Khorenatsi Street","0100",5,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"The Rooms Hostel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d13854775-Reviews-The_Rooms_Hostel_Yerevan-Yerevan.html",20000,41,"Yerevan","Yerevan","53 Pavstos Buzand Street","0010",8,"Specialty Lodging in Yerevan",76,300,2,5,1,0,0,0,0,0,"{'English': 1, 'Russian': 1}","Booking.com","0","0","0","0","0","0","0"
"The Transit Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d15263433-Reviews-The_Transit_Hostel-Yerevan.html",NA,NA,"Yerevan","Yerevan","21 Nikol Duman Street","0028",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"The View Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d12907898-Reviews-The_View_Hostel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Sayat-Nova Avenue 15,13,89","0007",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","0","0","0","0","0"
"Theatre Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d1568148-Reviews-Theatre_Hostel-Yerevan.html",20833,43,"Yerevan","Yerevan","27 Tigran Mets Ave","0018",42,"Specialty Lodging in Yerevan",20,300,91,4,7,6,0,4,4,0,"{'English': 70, 'Russian': 12, 'German': 2}","Booking.com","1","0","1","0","0","0","0"
"Three Jugs","https://www.tripadvisor.com//Hotel_Review-g293932-d2229384-Reviews-Three_Jugs-Yerevan.html",10833,22,"Yerevan","Yerevan","Jrvezh District, 123","2227",157,"B&Bs / Inns in Yerevan",5,144,60,4.5,8,9,2,1,0,0,"{'English': 39, 'Russian': 17, 'German': 1}","Booking.com","1","0","1","0","0","0","0"
"Tigran Mets Hotel","https://www.tripadvisor.com//Hotel_Review-g815353-d12575822-Reviews-Tigran_Mets_Hotel-Gyumri_Shirak_Province.html",11553,24,"Shirak Province","Gyumri","Teryan Street Teryan 143","3102",1,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Tomu's Hotel","https://www.tripadvisor.com//Hotel_Review-g815353-d14980265-Reviews-Tomu_s_Hotel-Gyumri_Shirak_Province.html",9990,21,"Shirak Province","Gyumri","Gorki Street 58","3101",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Tonratun Hotel","https://www.tripadvisor.com//Hotel_Review-g2151208-d6879269-Reviews-Tonratun_Hotel-Tsakhkadzor_Kotayk_Province.html",21090,43,"Kotayk Province","Tsakhkadzor","Yeghishe Charents 2","2310",8,"B&Bs / Inns in Tsakhkadzor",13,26,1,5,1,0,0,0,0,0,"{'English': 0, 'Russian': 1}","Agoda.com","1","0","1","0","0","0","0"
"Toon Armeni","https://www.tripadvisor.com//Hotel_Review-g1160895-d3850214-Reviews-Toon_Armeni-Dilijan_Tavush_Province.html",17708,36,"Tavush Province","Dilijan","Kamarin Street 4","3901",50,"B&Bs / Inns in Dilijan",2,48,49,4.5,4,0,3,1,1,0,"{'English': 35, 'Italian': 5, 'French': 4}","Booking.com","1","0","1","0","0","0","0"
"Tora Palace","https://www.tripadvisor.com//Hotel_Review-g293932-d5488907-Reviews-Tora_Palace-Yerevan.html",NA,NA,"Yerevan","Yerevan","Prosh'yana str. 4","0019",29,"Specialty Lodging in Yerevan",69,300,9,4,5,0,3,0,1,0,"{'Russian': 5, 'English': 3, 'Italian': 1}","TripAdvisor","0","0","0","0","0","0","0"
"Torosyans' Guesthouse","https://www.tripadvisor.com//Hotel_Review-g293932-d10350134-Reviews-Torosyans_Guesthouse-Yerevan.html",4800,10,"Yerevan","Yerevan","M. Babajanyan 16","0022",0,"Specialty Lodging in Yerevan",110,300,1,5,1,0,0,0,0,0,"{'English': 1}","Booking.com","0","0","0","0","0","0","0"
"Toscana Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d9812286-Reviews-Toscana_Hotel-Yerevan.html",14972,31,"Yerevan","Yerevan","Garegin Nzhdehi St. 37/9","0013",19,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","0","0","0","0","0","0","0"
"Tsaghkadzor Bryusov Hotel","https://www.tripadvisor.com//Hotel_Review-g2151208-d7726615-Reviews-Tsaghkadzor_Bryusov_Hotel-Tsakhkadzor_Kotayk_Province.html",22028,45,"Kotayk Province","Tsakhkadzor",NA,"4013",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","1","0","1","0","0","0","0"
"Tsaghkadzor General Sport Complex Hotel","https://www.tripadvisor.com//Hotel_Review-g2151208-d2395670-Reviews-Tsaghkadzor_General_Sport_Complex_Hotel-Tsakhkadzor_Kotayk_Province.html",NA,NA,"Kotayk Province","Tsakhkadzor","Tsaghkadzor General Sport Complex","2310",33,"Hotels in Tsakhkadzor",13,19,21,3.5,0,0,0,0,0,0,"[]","TripAdvisor","1","0","0","1","0","0","0"
"Tsaghkadzor Guest House","https://www.tripadvisor.com//Hotel_Review-g2151208-d15609393-Reviews-Tsaghkadzor_Guest_House-Tsakhkadzor_Kotayk_Province.html",17250,35,"Kotayk Province","Tsakhkadzor","Isahakyan Street 4","2310",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Tsaghkadzor Hotel","https://www.tripadvisor.com//Hotel_Review-g2151208-d7646165-Reviews-Tsaghkadzor_Hotel-Tsakhkadzor_Kotayk_Province.html",34000,70,"Kotayk Province","Tsakhkadzor","Tsaghkunyats Square 3","2310",2,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Tsaghkadzor Marriott Hotel","https://www.tripadvisor.com//Hotel_Review-g2151208-d3423772-Reviews-Tsaghkadzor_Marriott_Hotel-Tsakhkadzor_Kotayk_Province.html",11250,23,"Kotayk Province","Tsakhkadzor","Tandzaghpyur Street 2 4/1","2310",225,"Hotels in Tsakhkadzor",1,19,235,4.5,4,1,6,2,5,1,"{'English': 108, 'Russian': 113, 'French': 3, 'German': 2, 'Italian': 2, 'Portuguese': 2, 'Spanish': 2, 'Greek': 1, 'Polish': 1}","Booking.com","1","0","1","0","1","0","0"
"Tsaghkadzor Villas","https://www.tripadvisor.com//Hotel_Review-g2151208-d10210988-Reviews-Tsaghkadzor_Villas-Tsakhkadzor_Kotayk_Province.html",95869,197,"Kotayk Province","Tsakhkadzor","Tandzaghbyur St. 15/6","2310",10,"Specialty Lodging in Tsakhkadzor",9,27,1,5,1,0,0,0,0,0,"{'English': 0, 'Russian': 1}","Expedia.com","1","0","1","0","0","0","0"
"Tsaghkahovit Hotel","https://www.tripadvisor.com//Hotel_Review-g2151208-d3265313-Reviews-Tsaghkahovit_Hotel-Tsakhkadzor_Kotayk_Province.html",11658,24,"Kotayk Province","Tsakhkadzor","Tandzaghpyur Street 25","2310",32,"Hotels in Tsakhkadzor",7,19,47,4,3,3,8,2,1,0,"{'Russian': 26, 'English': 16, 'Polish': 3}","Booking.com","1","0","1","0","0","0","0"
"Tsaghkunq Guest House","https://www.tripadvisor.com//Hotel_Review-g666442-d7692995-Reviews-Tsaghkunq_Guest_House-Sevan_Lake_Sevan_Gegharkunik_Province.html",NA,NA,"Gegharkunik Province","Lake Sevan","Tsakhkunk Village","1511",53,"B&Bs / Inns in Sevan",1,16,38,4.5,1,5,1,1,0,0,"{'English': 19, 'Russian': 13, 'French': 4}","Hotels.com","1","0","0","0","0","0","1"
"Tsghotner","https://www.tripadvisor.com//Hotel_Review-g293932-d9771458-Reviews-Tsghotner-Yerevan.html",29167,60,"Yerevan","Yerevan","Zavaryan str. 97","0070",6,"B&Bs / Inns in Yerevan",59,144,1,5,1,0,0,0,0,0,"{'English': 1}","Booking.com","1","0","1","0","0","0","0"
"Tsirani ApartHotel","https://www.tripadvisor.com//Hotel_Review-g293932-d7993885-Reviews-Tsirani_ApartHotel-Yerevan.html",19992,41,"Yerevan","Yerevan","Babadzhanyana Street 3, Bldg 1","2210",3,"B&Bs / Inns in Yerevan",21,144,14,5,4,0,0,0,0,0,"{'English': 8, 'Russian': 5, 'French': 1}","Booking.com","1","0","1","0","0","0","0"
"Tufenkian Avan Marak Tsapatagh","https://www.tripadvisor.com//Hotel_Review-g608454-d569487-Reviews-Tufenkian_Avan_Marak_Tsapatagh-Lake_Sevan_Gegharkunik_Province.html",26890,55,"Gegharkunik Province","Lake Sevan","Gegharkuniq Region, Village Tsapatagh","378838",105,"Hotels in Lake Sevan",1,7,119,4,9,4,7,2,7,0,"{'English': 75, 'Russian': 26, 'German': 8}","Booking.com","0","1","1","0","0","0","0"
"Tufenkian Historic Yerevan Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d3634113-Reviews-Tufenkian_Historic_Yerevan_Hotel-Yerevan.html",33934,70,"Yerevan","Yerevan","Anrapyetutsyan str. 48","0010",269,"Hotels in Yerevan",9,83,424,4.5,4,9,8,8,3,1,"{'English': 227, 'Russian': 123, 'French': 21}","Expedia.com","1","1","0","0","0","0","0"
"Tufenkian Old Dilijan Complex","https://www.tripadvisor.com//Hotel_Review-g1160895-d1155537-Reviews-Tufenkian_Old_Dilijan_Complex-Dilijan_Tavush_Province.html",NA,NA,"Tavush Province","Dilijan","Sharambeyan St.,1","2035",114,"Hotels in Dilijan",2,6,160,4,0,8,8,8,6,1,"{'English': 106, 'Russian': 30, 'French': 8}","Booking.com","0","1","1","0","0","0","0"
"Tumo's Hotel","https://www.tripadvisor.com//Hotel_Review-g815353-d13434091-Reviews-Tumo_s_Hotel-Gyumri_Shirak_Province.html",28750,59,"Shirak Province","Gyumri","Gorki Street 58","3104",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","0","0","0","0","1"
"Tunn Kilikio","https://www.tripadvisor.com//Hotel_Review-g293932-d14985760-Reviews-Tunn_Kilikio-Yerevan.html",21990,45,"Yerevan","Yerevan","Tsitsernakaberd Highway 4/5","0082",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"U Mykhaylycha","https://www.tripadvisor.com//Hotel_Review-g1160895-d13992203-Reviews-U_Mykhaylycha-Dilijan_Tavush_Province.html",28750,59,"Tavush Province","Dilijan","M8","3901",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Uiutnyi Dom","https://www.tripadvisor.com//Hotel_Review-g1160895-d15196819-Reviews-Uiutnyi_Dom-Dilijan_Tavush_Province.html",13315,27,"Tavush Province","Dilijan","Kalinina,11 A Chastnyi dom","3901",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","0","0","0","0","0","0","0"
"Umba Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d8408895-Reviews-Umba_Hostel-Yerevan.html",9167,19,"Yerevan","Yerevan","Belyakov St., 5","0001",56,"Specialty Lodging in Yerevan",16,300,65,4,7,3,4,4,5,0,"{'English': 39, 'Russian': 17, 'Spanish': 3}","Booking.com","1","0","1","0","0","0","0"
"University Hotel","https://www.tripadvisor.com//Hotel_Review-g2151208-d6579130-Reviews-University_Hotel-Tsakhkadzor_Kotayk_Province.html",65910,136,"Kotayk Province","Tsakhkadzor","Tandzagbyur Street 29","2310",12,"Hotels in Tsakhkadzor",10,19,17,4,1,1,1,0,0,0,"{'English': 3, 'Russian': 14}","Expedia.com","0","0","0","0","0","0","0"
"Urartu Complex","https://www.tripadvisor.com//Hotel_Review-g293932-d15415630-Reviews-Urartu_Complex-Yerevan.html",6742,14,"Yerevan","Yerevan","Tcovakal Isakovi 26",NA,0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Vagary Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d10119572-Reviews-Vagary_Hostel-Yerevan.html",14583,30,"Yerevan","Yerevan","Movses Khorenatsi str. 30/72","0018",238,"Specialty Lodging in Yerevan",17,300,21,5,7,3,1,0,0,0,"{'English': 16, 'Russian': 2, 'French': 1}","Booking.com","1","0","1","0","0","0","0"
"Vahagn Resort","https://www.tripadvisor.com//Hotel_Review-g1066129-d13980345-Reviews-Vahagn_Resort-Stepanavan_Lori_Province.html",8000,16,"Lori Province","Stepanavan","Antarayin St., 55","2102",32,"Specialty Lodging in Stepanavan",1,6,1,5,1,0,0,0,0,0,"{'English': 1}","Booking.com","1","0","1","0","0","0","0"
"Vale Hotel Complex","https://www.tripadvisor.com//Hotel_Review-g815353-d14203768-Reviews-Vale_Hotel_Complex-Gyumri_Shirak_Province.html",23325,48,"Shirak Province","Gyumri","Vazgen Sargsyan Street 30","3116",0,"B&Bs / Inns in Gyumri",11,28,1,4,0,1,0,0,0,0,"{'English': 0, 'Russian': 1}","Booking.com","0","0","0","0","0","0","0"
"Valensia Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d308343-Reviews-Valensia_Hotel-Yerevan.html",9992,21,"Yerevan","Yerevan","Myasnikyana ave 40","0025",30,"Hotels in Yerevan",73,83,21,3,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
