"name","Provider","Price","Review_Count","Free_Wifi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant","link"
"Yerevan Home Hostel","Booking.com","AMD 12,500","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13238509-Reviews-Yerevan_Home_Hostel-Yerevan.html"
"Yerevan Inn Hostel","Booking.com","AMD 18,333","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13340483-Reviews-Yerevan_Inn_Hostel-Yerevan.html"
"Boutique Hotel Casanova Inn","Booking.com","AMD 7,500","147 reviews","Free Wifi","","Free parking","","Visit hotel website","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d2442921-Reviews-Boutique_Hotel_Casanova_Inn-Dilijan_Tavush_Province.html"
"Daravand","Booking.com","AMD 4,992","27 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d6584482-Reviews-Daravand-Dilijan_Tavush_Province.html"
"Villa Jrvezh","Booking.com","AMD 10,000","30 reviews","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g1160895-d8488738-Reviews-Villa_Jrvezh-Dilijan_Tavush_Province.html"
"Dghyak Pansion","Agoda.com","AMD 14,982","28 reviews","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g1160895-d3357232-Reviews-Dghyak_Pansion-Dilijan_Tavush_Province.html"
"Dili Villa Guesthouse","Booking.com","AMD 6,154","54 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d1532378-Reviews-Dili_Villa_Guesthouse-Dilijan_Tavush_Province.html"
"Gokor B&B","Booking.com","AMD 19,091","4 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d13810658-Reviews-Gokor_B_B-Dilijan_Tavush_Province.html"
"EcoKayan Dilijan Hotel","Booking.com","AMD 9,575","11 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d14049097-Reviews-EcoKayan_Dilijan_Hotel-Dilijan_Tavush_Province.html"
"Kirovi Tun","Booking.com",NA,"11 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d14203971-Reviews-Kirovi_Tun-Dilijan_Tavush_Province.html"
"B & B Magnit","Booking.com",NA,"14 reviews","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g1160895-d2296115-Reviews-B_B_Magnit-Dilijan_Tavush_Province.html"
"Mimino Hotel & Restourant","Booking.com",NA,"10 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d5213267-Reviews-Mimino_Hotel_Restourant-Dilijan_Tavush_Province.html"
"Dilbo House","Booking.com",NA,"3 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d8707397-Reviews-Dilbo_House-Dilijan_Tavush_Province.html"
"Guest House Sweet Home","Agoda.com",NA,"15 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12359996-Reviews-Guest_House_Sweet_Home-Dilijan_Tavush_Province.html"
"B & B Armenia","Agoda.com",NA,"1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d15231320-Reviews-B_B_Armenia-Dilijan_Tavush_Province.html"
"Guesthouse Sochi Pine","Agoda.com",NA,"1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12274418-Reviews-Guesthouse_Sochi_Pine-Dilijan_Tavush_Province.html"
"Areguni Guest House","Agoda.com",NA,"1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12380346-Reviews-Areguni_Guest_House-Dilijan_Tavush_Province.html"
"Art guesthouse 2","Booking.com",NA,"1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d15324603-Reviews-Art_guesthouse_2-Dilijan_Tavush_Province.html"
"Bed and Breakfast Dilijan Orran","Booking.com",NA,"2 reviews","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g1160895-d12274890-Reviews-Bed_and_Breakfast_Dilijan_Orran-Dilijan_Tavush_Province.html"
"Guest House Seno","Booking.com",NA,"9 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d10789531-Reviews-Guest_House_Seno-Dilijan_Tavush_Province.html"
"B&B Araz","TripAdvisor",NA,"1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d10429838-Reviews-B_B_Araz-Dilijan_Tavush_Province.html"
"Dilijan Park Resort & Villas","TripAdvisor",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d13164352-Reviews-Dilijan_Park_Resort_Villas-Dilijan_Tavush_Province.html"
"Nirvana Hotel","Hotels.com",NA,"2 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d10670607-Reviews-Nirvana_Hotel-Dilijan_Tavush_Province.html"
"Hayq","TripAdvisor",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d6460325-Reviews-Hayq-Dilijan_Tavush_Province.html"
"Arami House","TripAdvisor",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d8687327-Reviews-Arami_House-Dilijan_Tavush_Province.html"
"Alex Guest House","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d15359726-Reviews-Alex_Guest_House-Dilijan_Tavush_Province.html"
"Apartments In Dilijan","Agoda.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d15363746-Reviews-Apartments_In_Dilijan-Dilijan_Tavush_Province.html"
"Asine Guest House","TripAdvisor",NA,"0 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12854091-Reviews-Asine_Guest_House-Dilijan_Tavush_Province.html"
"Artsiv Guesthouse","Expedia.com",NA,"5 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d7271649-Reviews-Artsiv_Guesthouse-Dilijan_Tavush_Province.html"
"Guest House Sen","Agoda.com",NA,"1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d10962199-Reviews-Guest_House_Sen-Dilijan_Tavush_Province.html"
"Best Western Plus Paradise Hotel Dilijan","Booking.com",NA,"249 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d3152045-Reviews-Best_Western_Plus_Paradise_Hotel_Dilijan-Dilijan_Tavush_Province.html"
"Tufenkian Old Dilijan Complex","Booking.com",NA,"160 reviews","","Breakfast included","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d1155537-Reviews-Tufenkian_Old_Dilijan_Complex-Dilijan_Tavush_Province.html"
"3D Guest House","Booking.com","AMD 18,000","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12436502-Reviews-3D_Guest_House-Dilijan_Tavush_Province.html"
"Dilijan Family House","Booking.com","AMD 4,992","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d16821890-Reviews-Dilijan_Family_House-Dilijan_Tavush_Province.html"
"Gostinitsa","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d15604681-Reviews-Gostinitsa-Dilijan_Tavush_Province.html"
"Green Dilijan B&B","Booking.com","AMD 22,059","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d10719060-Reviews-Green_Dilijan_B_B-Dilijan_Tavush_Province.html"
"Green Garden  Guesthouse","Agoda.com","AMD 21,090","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d15104410-Reviews-Green_Garden_Guesthouse-Dilijan_Tavush_Province.html"
"Myasnikyan 78","Booking.com","AMD 27,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12715815-Reviews-Myasnikyan_78-Dilijan_Tavush_Province.html"
"Rest House Dilijan","Booking.com","AMD 30,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d16651953-Reviews-Rest_House_Dilijan-Dilijan_Tavush_Province.html"
"Restland Dilijan Hotel On Sayat Nova","Booking.com","AMD 37,284","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d15273888-Reviews-Restland_Dilijan_Hotel_On_Sayat_Nova-Dilijan_Tavush_Province.html"
"U Mykhaylycha","Booking.com","AMD 28,750","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d13992203-Reviews-U_Mykhaylycha-Dilijan_Tavush_Province.html"
"Bed and Breakfast Nushka's Place","Booking.com","AMD 12,500","0 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12672252-Reviews-Bed_and_Breakfast_Nushka_s_Place-Dilijan_Tavush_Province.html"
"Family & Friends","Booking.com","AMD 18,333","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d10822293-Reviews-Family_Friends-Dilijan_Tavush_Province.html"
"Family Rest House","Expedia.com","AMD 23,333","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12545625-Reviews-Family_Rest_House-Dilijan_Tavush_Province.html"
"GN Hotel Dilijan","Booking.com","AMD 12,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d8706960-Reviews-GN_Hotel_Dilijan-Dilijan_Tavush_Province.html"
"Gosh Hotel","Booking.com","AMD 6,667","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d10920139-Reviews-Gosh_Hotel-Dilijan_Tavush_Province.html"
"Guesthouse","Booking.com","AMD 21,667","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d15353306-Reviews-Guesthouse-Dilijan_Tavush_Province.html"
"Guesthouse/B&B In Dilijan","Booking.com","AMD 10,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d15593804-Reviews-Guesthouse_B_B_In_Dilijan-Dilijan_Tavush_Province.html"
"Guesthouse Sveta","Agoda.com","AMD 14,982","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12544805-Reviews-Guesthouse_Sveta-Dilijan_Tavush_Province.html"
"Guest House Vladimir","Booking.com","AMD 19,091","0 reviews","","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12921314-Reviews-Guest_House_Vladimir-Dilijan_Tavush_Province.html"
"Inn Green Day","Booking.com","AMD 6,154","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12150640-Reviews-Inn_Green_Day-Dilijan_Tavush_Province.html"
"Kamelot","Booking.com","AMD 8,333","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d10701539-Reviews-Kamelot-Dilijan_Tavush_Province.html"
"Kamurji Tak Dilijan","Booking.com","AMD 16,667","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d10784766-Reviews-Kamurji_Tak_Dilijan-Dilijan_Tavush_Province.html"
"Karin","Booking.com","AMD 7,500","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d15597733-Reviews-Karin-Dilijan_Tavush_Province.html"
"Red House on Kalinino","Booking.com","AMD 12,000","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12684227-Reviews-Red_House_on_Kalinino-Dilijan_Tavush_Province.html"
"Russkaya Balka","Booking.com","AMD 15,000","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12591068-Reviews-Russkaya_Balka-Dilijan_Tavush_Province.html"
"Petit Dilijan B&B","Booking.com","AMD 15,000","5 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d6865017-Reviews-Petit_Dilijan_B_B-Dilijan_Tavush_Province.html"
"Takht House","Booking.com","AMD 14,167","7 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d8029102-Reviews-Takht_House-Dilijan_Tavush_Province.html"
"Toon Armeni","Booking.com","AMD 17,708","49 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d3850214-Reviews-Toon_Armeni-Dilijan_Tavush_Province.html"
"Art Guesthouse Dilijan","Booking.com","AMD 16,667","33 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d8642862-Reviews-Art_Guesthouse_Dilijan-Dilijan_Tavush_Province.html"
"B&B Nina","Booking.com","AMD 16,000","50 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d1166656-Reviews-B_B_Nina-Dilijan_Tavush_Province.html"
"Old Dili","Booking.com","AMD 18,000","6 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12386929-Reviews-Old_Dili-Dilijan_Tavush_Province.html"
"Ararat Guest House","Agoda.com",NA,"37 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d2697708-Reviews-Ararat_Guest_House-Dilijan_Tavush_Province.html"
"Red Hotel","Booking.com",NA,"7 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d6277129-Reviews-Red_Hotel-Dilijan_Tavush_Province.html"
"Villarest Cottage Complex","Booking.com","AMD 28,750","18 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d6583947-Reviews-Villarest_Cottage_Complex-Dilijan_Tavush_Province.html"
"Eco House and Camp","Booking.com","AMD 12,500","2 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d13991964-Reviews-Eco_House_and_Camp-Dilijan_Tavush_Province.html"
"Ktoor Guesthouse","Booking.com","AMD 18,333","2 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12437258-Reviews-Ktoor_Guesthouse-Dilijan_Tavush_Province.html"
"Panorama Dilijan","Booking.com","AMD 30,000","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d14189773-Reviews-Panorama_Dilijan-Dilijan_Tavush_Province.html"
"My Dilijan Guest House","Booking.com","AMD 27,000","1 review","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g1160895-d12847873-Reviews-My_Dilijan_Guest_House-Dilijan_Tavush_Province.html"
"Verve Guest House","Expedia.com","AMD 21,090","2 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12456000-Reviews-Verve_Guest_House-Dilijan_Tavush_Province.html"
"Restland Dilijan Hotel","Booking.com","AMD 14,900","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12285261-Reviews-Restland_Dilijan_Hotel-Dilijan_Tavush_Province.html"
"Lilla Villa","Booking.com","AMD 18,000","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d9698399-Reviews-Lilla_Villa-Dilijan_Tavush_Province.html"
"Impulse","Booking.com","AMD 37,284","1 review","","","","Pool","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d3539735-Reviews-Impulse-Dilijan_Tavush_Province.html"
"Guest House Mush","Booking.com","AMD 22,059","2 reviews","","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d9699774-Reviews-Guest_House_Mush-Dilijan_Tavush_Province.html"
"Mia Guest House","Booking.com","AMD 14,000","2 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d14943409-Reviews-Mia_Guest_House-Dilijan_Tavush_Province.html"
"B&B Welcome","Booking.com","AMD 11,667","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12503405-Reviews-B_B_Welcome-Dilijan_Tavush_Province.html"
"Beauty Hotel Dilijan","Booking.com","AMD 12,492","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d16657742-Reviews-Beauty_Hotel_Dilijan-Dilijan_Tavush_Province.html"
"DilHouse","Booking.com","AMD 22,500","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12996169-Reviews-DilHouse-Dilijan_Tavush_Province.html"
"Duxov","Agoda.com","AMD 22,971","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d15608161-Reviews-Duxov-Dilijan_Tavush_Province.html"
"Gayane Guest House","Agoda.com","AMD 9,986","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12673616-Reviews-Gayane_Guest_House-Dilijan_Tavush_Province.html"
"Guest House Hasmik","Agoda.com","AMD 16,644","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d10537517-Reviews-Guest_House_Hasmik-Dilijan_Tavush_Province.html"
"Hotel Erik","Booking.com","AMD 15,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d12523189-Reviews-Hotel_Erik-Dilijan_Tavush_Province.html"
"Hotel Jrhogher","Booking.com","AMD 13,333","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d15062577-Reviews-Hotel_Jrhogher-Dilijan_Tavush_Province.html"
"RiverSite","Agoda.com","AMD 16,561","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d14788013-Reviews-RiverSite-Dilijan_Tavush_Province.html"
"Uiutnyi Dom","Agoda.com","AMD 13,315","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g1160895-d15196819-Reviews-Uiutnyi_Dom-Dilijan_Tavush_Province.html"
"Tsaghkadzor Marriott Hotel","Booking.com","AMD 11,250","235 reviews","Free Wifi","","Free parking","","Visit hotel website","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d3423772-Reviews-Tsaghkadzor_Marriott_Hotel-Tsakhkadzor_Kotayk_Province.html"
"Hotel Russia","Expedia.com","AMD 33,288","50 reviews","Free Wifi","","","Pool","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d2299449-Reviews-Hotel_Russia-Tsakhkadzor_Kotayk_Province.html"
"Faria Boutique Hotel","Booking.com","AMD 18,333","6 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d13109505-Reviews-Faria_Boutique_Hotel-Tsakhkadzor_Kotayk_Province.html"
"Guest House Arsan","Booking.com","AMD 24,167","4 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d10796988-Reviews-Guest_House_Arsan-Tsakhkadzor_Kotayk_Province.html"
"Villadzor Apart Hotel","Agoda.com","AMD 12,309","6 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d8809486-Reviews-Villadzor_Apart_Hotel-Tsakhkadzor_Kotayk_Province.html"
"Writers House","Expedia.com","AMD 50,000","38 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d3152385-Reviews-Writers_House-Tsakhkadzor_Kotayk_Province.html"
"Hostel Tsaghkadzor","Booking.com","AMD 10,833","2 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d13327713-Reviews-Hostel_Tsaghkadzor-Tsakhkadzor_Kotayk_Province.html"
"Baden-Baden","Marriott Hotels","AMD 36,000","2 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d6958728-Reviews-Baden_Baden-Tsakhkadzor_Kotayk_Province.html"
"Hotel Edem","Expedia.com","AMD 49,431","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d12716960-Reviews-Hotel_Edem-Tsakhkadzor_Kotayk_Province.html"
"Hotel SAYA","Booking.com","AMD 26,658","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d12559290-Reviews-Hotel_SAYA-Tsakhkadzor_Kotayk_Province.html"
"Sion Resort","Booking.com","AMD 37,500","2 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d10794035-Reviews-Sion_Resort-Tsakhkadzor_Kotayk_Province.html"
"Ripa","Hotels.com",NA,"1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d12245039-Reviews-Ripa-Tsakhkadzor_Kotayk_Province.html"
"Cottage","Booking.com","AMD 24,992","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d16651471-Reviews-Cottage-Tsakhkadzor_Kotayk_Province.html"
"Elis Hotel","Booking.com","AMD 20,833","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d16717362-Reviews-Elis_Hotel-Tsakhkadzor_Kotayk_Province.html"
"Hotel Aliq","Booking.com","AMD 20,000","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d13415675-Reviews-Hotel_Aliq-Tsakhkadzor_Kotayk_Province.html"
"House Abel","Expedia.com","AMD 187,500","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d15880706-Reviews-House_Abel-Tsakhkadzor_Kotayk_Province.html"
"Viardo","Booking.com","AMD 13,523","3 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d7099883-Reviews-Viardo-Tsakhkadzor_Kotayk_Province.html"
"Tsaghkahovit Hotel","Booking.com","AMD 11,658","47 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d3265313-Reviews-Tsaghkahovit_Hotel-Tsakhkadzor_Kotayk_Province.html"
"Ararat Resort","Booking.com","AMD 20,000","67 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d11761106-Reviews-Ararat_Resort-Tsakhkadzor_Kotayk_Province.html"
"Splendor Resort and Restaurant","Booking.com","AMD 15,000","7 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d8830243-Reviews-Splendor_Resort_and_Restaurant-Tsakhkadzor_Kotayk_Province.html"
"Kecharis Hotel & Resort","Expedia.com","AMD 36,001","49 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d3612413-Reviews-Kecharis_Hotel_Resort-Tsakhkadzor_Kotayk_Province.html"
"Multi Rest House Hotel","Booking.com","AMD 11,553","45 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d3152003-Reviews-Multi_Rest_House_Hotel-Tsakhkadzor_Kotayk_Province.html"
"Holiday Home Teghenis","Booking.com","AMD 12,492","9 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d11646226-Reviews-Holiday_Home_Teghenis-Tsakhkadzor_Kotayk_Province.html"
"Park Village Hotel & Resort","Hotels.com",NA,"39 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d8564592-Reviews-Park_Village_Hotel_Resort-Tsakhkadzor_Kotayk_Province.html"
"Alpina Hotel","TripAdvisor",NA,"27 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d6160816-Reviews-Alpina_Hotel-Tsakhkadzor_Kotayk_Province.html"
"Hotel Tsakhkatun","Booking.com",NA,"11 reviews","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g2151208-d3539799-Reviews-Hotel_Tsakhkatun-Tsakhkadzor_Kotayk_Province.html"
"Artsvik","Booking.com","AMD 9,992","9 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d6158342-Reviews-Artsvik-Tsakhkadzor_Kotayk_Province.html"
"Elegant Hotel and Resort","Expedia.com","AMD 45,833","86 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d7624007-Reviews-Elegant_Hotel_and_Resort-Tsakhkadzor_Kotayk_Province.html"
"Alva Hotel & Spa","Booking.com","AMD 24,992","39 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d4879277-Reviews-Alva_Hotel_Spa-Tsakhkadzor_Kotayk_Province.html"
"Golden Palace Hotel","Booking.com","AMD 20,000","162 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d4092415-Reviews-Golden_Palace_Hotel-Tsakhkadzor_Kotayk_Province.html"
"Guesthouse Caxkadzor","Booking.com","AMD 13,523","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d12997320-Reviews-Guesthouse_Caxkadzor-Tsakhkadzor_Kotayk_Province.html"
"Kottedzhi","Booking.com","AMD 11,658","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d12907472-Reviews-Kottedzhi-Tsakhkadzor_Kotayk_Province.html"
"Tsaghkadzor Guest House","Booking.com","AMD 17,250","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d15609393-Reviews-Tsaghkadzor_Guest_House-Tsakhkadzor_Kotayk_Province.html"
"Valetta","Booking.com","AMD 23,990","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d16737460-Reviews-Valetta-Tsakhkadzor_Kotayk_Province.html"
"Renesance Resort","Expedia.com","AMD 36,001","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d13827410-Reviews-Renesance_Resort-Tsakhkadzor_Kotayk_Province.html"
"Soviet Union style - B&B","Booking.com","AMD 17,075","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d13343034-Reviews-Soviet_Union_style_B_B-Tsakhkadzor_Kotayk_Province.html"
"Zvart Hotel","Booking.com","AMD 15,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d12687653-Reviews-Zvart_Hotel-Tsakhkadzor_Kotayk_Province.html"
"Zvartnots Hotel","Booking.com","AMD 19,125","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d13564446-Reviews-Zvartnots_Hotel-Tsakhkadzor_Kotayk_Province.html"
"Hotel Alva","Agoda.com","AMD 39,771","11 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d2291104-Reviews-Hotel_Alva-Tsakhkadzor_Kotayk_Province.html"
"Saya Hotel Tsaghkadzor","Booking.com","AMD 17,925","3 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d10317046-Reviews-Saya_Hotel_Tsaghkadzor-Tsakhkadzor_Kotayk_Province.html"
"Hostel Gallery","Booking.com","AMD 30,508","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d9582504-Reviews-Hostel_Gallery-Tsakhkadzor_Kotayk_Province.html"
"Bagart Mini Hotel","Booking.com","AMD 23,750","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d5984391-Reviews-Bagart_Mini_Hotel-Tsakhkadzor_Kotayk_Province.html"
